Piattaforma CNR;latitudine_Nord;45.323056;longitudine_Est;12.514722
data_ora_solare;valore (m);;;
14/07/2021 19:00;0.34;min;;
14/07/2021 23:00;0.52;max;;
15/07/2021 06:55;-0.13;min;;
15/07/2021 13:45;0.66;max;;
15/07/2021 21:15;0.24;min;;
16/07/2021 00:55;0.35;max;;
16/07/2021 07:45;-0.03;min;;
16/07/2021 14:10;0.58;max;;
16/07/2021 21:05;0.11;min;;
17/07/2021 03:35;0.29;max;;
17/07/2021 08:55;0.05;min;;
17/07/2021 15:50;0.71;max;;
17/07/2021 23:00;0.12;min;;
18/07/2021 03:50;0.33;max;;
18/07/2021 10:00;0.12;min;;
18/07/2021 15:45;0.78;max;;
19/07/2021 00:50;0.09;min;;
19/07/2021 07:00;0.34;max;;
19/07/2021 10:35;0.29;min;;
19/07/2021 17:40;0.76;max;;
20/07/2021 01:40;-0.04;min;;
20/07/2021 09:15;0.48;max;;
20/07/2021 12:25;0.39;min;;
20/07/2021 18:15;0.77;max;;
21/07/2021 02:10;-0.17;min;;
21/07/2021 09:20;0.6;max;;
21/07/2021 13:50;0.34;min;;
21/07/2021 19:25;0.76;max;;
22/07/2021 02:35;-0.29;min;;
22/07/2021 09:40;0.64;max;;
22/07/2021 14:50;0.3;min;;
22/07/2021 19:55;0.71;max;;
23/07/2021 03:25;-0.33;min;;
23/07/2021 10:10;0.66;max;;
23/07/2021 15:25;0.24;min;;
23/07/2021 21:00;0.71;max;;
24/07/2021 03:50;-0.27;min;;
24/07/2021 10:55;0.66;max;;
24/07/2021 16:15;0.23;min;;
24/07/2021 21:45;0.8;max;;
25/07/2021 04:40;-0.18;min;;
25/07/2021 11:55;0.79;max;;
25/07/2021 17:25;0.33;min;;
25/07/2021 22:15;0.86;max;;
26/07/2021 04:25;-0.18;min;;
26/07/2021 12:35;0.8;max;;
26/07/2021 18:05;0.29;min;;
26/07/2021 22:30;0.74;max;;
27/07/2021 06:10;-0.17;min;;
27/07/2021 13:15;0.78;max;;
27/07/2021 18:20;0.2;min;;
27/07/2021 23:20;0.61;max;;
28/07/2021 05:55;-0.14;min;;
28/07/2021 12:35;0.74;max;;
28/07/2021 19:05;0.24;min;;
28/07/2021 23:20;0.56;max;;
29/07/2021 06:10;-0.04;min;;
29/07/2021 13:40;0.66;max;;
29/07/2021 20:00;0.29;min;;
30/07/2021 00:50;0.51;max;;
30/07/2021 06:40;0.08;min;;
30/07/2021 14:10;0.67;max;;
30/07/2021 20:30;0.35;min;;
31/07/2021 00:55;0.44;max;;
31/07/2021 06:45;0.22;min;;
31/07/2021 15:20;0.72;max;;
31/07/2021 21:50;0.39;min;;
01/08/2021 02:55;0.44;max;;
01/08/2021 07:45;0.36;min;;
01/08/2021 16:05;0.84;max;;
02/08/2021 01:25;0.17;min;;
02/08/2021 17:05;0.73;max;;
03/08/2021 01:40;0.04;min;;
03/08/2021 18:10;0.72;max;;
04/08/2021 02:05;0;min;;
04/08/2021 09:40;0.55;max;;
04/08/2021 13:15;0.42;min;;
04/08/2021 18:35;0.78;max;;
05/08/2021 02:45;0.03;min;;
05/08/2021 10:00;0.58;max;;
05/08/2021 13:00;0.39;min;;
05/08/2021 20:15;0.83;max;;
06/08/2021 02:45;-0.1;min;;
06/08/2021 10:00;0.58;max;;
06/08/2021 15:00;0.32;min;;
06/08/2021 20:30;0.87;max;;
07/08/2021 03:35;-0.19;min;;
07/08/2021 10:10;0.68;max;;
07/08/2021 14:40;0.32;min;;
07/08/2021 20:50;0.98;max;;
08/08/2021 03:55;-0.17;min;;
08/08/2021 10:35;0.7;max;;
08/08/2021 15:15;0.41;min;;
08/08/2021 21:10;0.91;max;;
09/08/2021 04:25;-0.24;min;;
09/08/2021 11:00;0.68;max;;
09/08/2021 16:05;0.29;min;;
09/08/2021 21:55;0.77;max;;
10/08/2021 05:00;-0.31;min;;
10/08/2021 11:45;0.74;max;;
10/08/2021 16:15;0.17;min;;
10/08/2021 23:00;0.73;max;;
11/08/2021 05:20;-0.28;min;;
11/08/2021 12:05;0.7;max;;
11/08/2021 17:40;0.08;min;;
11/08/2021 23:10;0.6;max;;
12/08/2021 05:45;-0.21;min;;
12/08/2021 12:15;0.74;max;;
12/08/2021 18:15;0.06;min;;
12/08/2021 23:35;0.55;max;;
13/08/2021 06:00;-0.08;min;;
13/08/2021 12:30;0.69;max;;
13/08/2021 19:05;0.08;min;;
14/08/2021 00:25;0.42;max;;
14/08/2021 06:05;0.02;min;;
14/08/2021 13:50;0.64;max;;
14/08/2021 20:35;0.12;min;;
15/08/2021 01:30;0.3;max;;
15/08/2021 07:20;0.15;min;;
15/08/2021 14:40;0.67;max;;
15/08/2021 22:10;0.15;min;;
16/08/2021 16:05;0.74;max;;
17/08/2021 02:00;0.04;min;;
17/08/2021 08:05;0.45;max;;
17/08/2021 09:30;0.35;min;;
17/08/2021 18:25;0.71;max;;
18/08/2021 01:25;-0.03;min;;
18/08/2021 07:45;0.5;max;;
18/08/2021 12:35;0.31;min;;
18/08/2021 18:10;0.67;max;;
19/08/2021 02:15;-0.16;min;;
19/08/2021 09:20;0.59;max;;
19/08/2021 14:05;0.38;min;;
19/08/2021 19:15;0.64;max;;
20/08/2021 02:25;-0.24;min;;
20/08/2021 09:30;0.69;max;;
20/08/2021 15:00;0.26;min;;
20/08/2021 20:25;0.66;max;;
21/08/2021 03:15;-0.26;min;;
21/08/2021 09:50;0.7;max;;
21/08/2021 15:40;0.15;min;;
21/08/2021 21:15;0.69;max;;
22/08/2021 03:35;-0.28;min;;
22/08/2021 10:15;0.75;max;;
22/08/2021 15:50;0.09;min;;
22/08/2021 21:30;0.8;max;;
23/08/2021 04:30;-0.2;min;;
23/08/2021 10:55;0.81;max;;
23/08/2021 16:50;0.11;min;;
23/08/2021 22:20;0.76;max;;
24/08/2021 04:30;-0.26;min;;
24/08/2021 11:15;0.67;max;;
24/08/2021 17:35;0.1;min;;
24/08/2021 22:40;0.68;max;;
25/08/2021 04:55;-0.16;min;;
25/08/2021 11:55;0.73;max;;
25/08/2021 17:55;0.08;min;;
25/08/2021 23:20;0.59;max;;
26/08/2021 05:30;-0.14;min;;
26/08/2021 12:15;0.8;max;;
26/08/2021 18:10;0.13;min;;
26/08/2021 23:25;0.69;max;;
27/08/2021 05:15;0.09;min;;
27/08/2021 12:40;0.78;max;;
27/08/2021 18:15;0.13;min;;
27/08/2021 23:45;0.48;max;;
28/08/2021 05:20;0.13;min;;
28/08/2021 12:30;0.66;max;;
28/08/2021 20:25;0.21;min;;
29/08/2021 00:45;0.35;max;;
29/08/2021 05:55;0.2;min;;
29/08/2021 13:50;0.65;max;;
29/08/2021 21:00;0.18;min;;
30/08/2021 03:20;0.37;max;;
30/08/2021 06:30;0.31;min;;
30/08/2021 13:15;0.7;max;;
30/08/2021 23:20;0.18;min;;
31/08/2021 14:55;0.61;max;;
01/09/2021 01:45;0.07;min;;
01/09/2021 17:25;0.49;max;;
02/09/2021 01:40;-0.08;min;;
02/09/2021 08:20;0.53;max;;
02/09/2021 14:40;0.35;min;;
02/09/2021 18:45;0.41;max;;
03/09/2021 02:05;-0.15;min;;
03/09/2021 08:35;0.68;max;;
03/09/2021 14:40;0.25;min;;
03/09/2021 19:40;0.54;max;;
04/09/2021 02:20;-0.16;min;;
04/09/2021 09:10;0.7;max;;
04/09/2021 15:00;0.11;min;;
04/09/2021 20:45;0.62;max;;
05/09/2021 02:55;-0.15;min;;
05/09/2021 09:40;0.7;max;;
05/09/2021 15:10;0.04;min;;
05/09/2021 20:55;0.68;max;;
06/09/2021 03:25;-0.24;min;;
06/09/2021 09:50;0.68;max;;
06/09/2021 15:50;0.01;min;;
06/09/2021 21:20;0.69;max;;
07/09/2021 03:45;-0.28;min;;
07/09/2021 10:25;0.74;max;;
07/09/2021 16:15;-0.04;min;;
07/09/2021 22:10;0.67;max;;
08/09/2021 04:10;-0.26;min;;
08/09/2021 10:45;0.78;max;;
08/09/2021 16:55;-0.04;min;;
08/09/2021 22:50;0.65;max;;
09/09/2021 04:55;-0.21;min;;
09/09/2021 11:20;0.79;max;;
09/09/2021 17:20;-0.09;min;;
09/09/2021 23:05;0.63;max;;
10/09/2021 05:00;-0.11;min;;
10/09/2021 11:25;0.78;max;;
10/09/2021 17:50;0.01;min;;
11/09/2021 00:00;0.49;max;;
11/09/2021 05:20;0.06;min;;
11/09/2021 12:15;0.76;max;;
11/09/2021 18:50;-0.01;min;;
12/09/2021 00:20;0.39;max;;
12/09/2021 05:40;0.12;min;;
12/09/2021 12:45;0.7;max;;
12/09/2021 19:25;0.04;min;;
13/09/2021 01:25;0.33;max;;
13/09/2021 05:40;0.26;min;;
13/09/2021 13:00;0.61;max;;
13/09/2021 20:55;0.13;min;;
14/09/2021 15:35;0.53;max;;
15/09/2021 00:00;0.09;min;;
15/09/2021 07:30;0.54;max;;
15/09/2021 12:35;0.4;min;;
15/09/2021 17:30;0.6;max;;
16/09/2021 01:00;0.04;min;;
16/09/2021 07:50;0.65;max;;
16/09/2021 14:00;0.38;min;;
16/09/2021 18:45;0.68;max;;
17/09/2021 02:00;0;min;;
17/09/2021 08:15;0.76;max;;
17/09/2021 14:05;0.24;min;;
17/09/2021 19:40;0.74;max;;
18/09/2021 02:20;-0.1;min;;
18/09/2021 08:25;0.81;max;;
18/09/2021 14:35;0.18;min;;
18/09/2021 20:40;0.73;max;;
19/09/2021 02:55;-0.08;min;;
19/09/2021 09:15;0.84;max;;
19/09/2021 14:55;0.18;min;;
19/09/2021 20:55;0.89;max;;
20/09/2021 03:50;-0.06;min;;
20/09/2021 09:50;0.77;max;;
20/09/2021 15:30;0.07;min;;
20/09/2021 21:10;0.86;max;;
21/09/2021 03:40;-0.14;min;;
21/09/2021 10:05;0.76;max;;
21/09/2021 16:10;0.01;min;;
21/09/2021 21:40;0.65;max;;
22/09/2021 03:40;-0.19;min;;
22/09/2021 10:10;0.73;max;;
22/09/2021 16:40;-0.05;min;;
22/09/2021 22:25;0.51;max;;
23/09/2021 04:00;-0.15;min;;
23/09/2021 11:00;0.75;max;;
23/09/2021 17:25;-0.12;min;;
23/09/2021 23:05;0.5;max;;
24/09/2021 04:15;-0.03;min;;
24/09/2021 11:00;0.79;max;;
24/09/2021 17:15;-0.11;min;;
24/09/2021 23:50;0.5;max;;
25/09/2021 04:50;0.08;min;;
25/09/2021 10:45;0.69;max;;
25/09/2021 17:55;-0.07;min;;
25/09/2021 23:40;0.45;max;;
26/09/2021 04:45;0.15;min;;
26/09/2021 11:05;0.6;max;;
26/09/2021 19:30;0.07;min;;
27/09/2021 01:25;0.51;max;;
27/09/2021 07:00;0.15;min;;
27/09/2021 13:10;0.58;max;;
27/09/2021 18:40;0.05;min;;
28/09/2021 01:20;0.29;max;;
28/09/2021 06:15;0.19;min;;
28/09/2021 11:55;0.48;max;;
28/09/2021 21:05;0.05;min;;
29/09/2021 11:00;0.52;max;;
30/09/2021 00:55;0.08;min;;
30/09/2021 07:35;0.55;max;;
30/09/2021 16:25;0.32;min;;
30/09/2021 17:50;0.35;max;;
01/10/2021 00:30;-0.08;min;;
01/10/2021 07:50;0.5;max;;
01/10/2021 14:15;0.21;min;;
01/10/2021 18:45;0.41;max;;
02/10/2021 01:05;-0.1;min;;
02/10/2021 07:55;0.6;max;;
02/10/2021 13:45;0.13;min;;
02/10/2021 19:15;0.51;max;;
03/10/2021 01:50;-0.11;min;;
03/10/2021 08:35;0.69;max;;
03/10/2021 14:40;0.12;min;;
03/10/2021 20:15;0.72;max;;
04/10/2021 02:40;-0.09;min;;
04/10/2021 08:40;0.75;max;;
04/10/2021 14:45;0.05;min;;
04/10/2021 20:50;0.86;max;;
05/10/2021 03:30;-0.04;min;;
05/10/2021 09:40;0.95;max;;
05/10/2021 15:15;0.01;min;;
05/10/2021 20:50;0.81;max;;
06/10/2021 02:55;-0.19;min;;
06/10/2021 09:40;0.95;max;;
06/10/2021 16:00;0.05;min;;
06/10/2021 21:20;0.72;max;;
07/10/2021 04:10;-0.13;min;;
07/10/2021 10:25;1;max;;
07/10/2021 16:35;0.05;min;;
07/10/2021 22:55;0.81;max;;
08/10/2021 04:10;0.08;min;;
08/10/2021 11:00;1.01;max;;
08/10/2021 17:45;-0.07;min;;
08/10/2021 23:15;0.59;max;;
09/10/2021 04:05;0.08;min;;
09/10/2021 11:10;0.9;max;;
09/10/2021 17:35;-0.1;min;;
10/10/2021 00:20;0.56;max;;
10/10/2021 05:00;0.23;min;;
10/10/2021 11:10;0.83;max;;
10/10/2021 17:45;-0.02;min;;
11/10/2021 01:20;0.47;max;;
11/10/2021 04:55;0.32;min;;
11/10/2021 12:00;0.72;max;;
11/10/2021 19:30;0.09;min;;
12/10/2021 03:20;0.41;max;;
12/10/2021 04:55;0.39;min;;
12/10/2021 12:30;0.59;max;;
12/10/2021 21:25;0.12;min;;
13/10/2021 12:00;0.56;max;;
13/10/2021 23:25;0.06;min;;
14/10/2021 07:40;0.59;max;;
14/10/2021 14:45;0.26;min;;
14/10/2021 18:10;0.32;max;;
15/10/2021 00:10;-0.06;min;;
15/10/2021 07:30;0.58;max;;
15/10/2021 13:55;0.11;min;;
15/10/2021 18:35;0.54;max;;
16/10/2021 01:00;-0.03;min;;
16/10/2021 07:45;0.67;max;;
16/10/2021 13:50;0.12;min;;
16/10/2021 19:15;0.61;max;;
17/10/2021 01:45;-0.01;min;;
17/10/2021 08:35;0.74;max;;
17/10/2021 14:30;0.05;min;;
17/10/2021 20:05;0.64;max;;
18/10/2021 02:10;-0.1;min;;
18/10/2021 09:00;0.76;max;;
18/10/2021 15:00;-0.06;min;;
18/10/2021 20:25;0.57;max;;
19/10/2021 02:30;-0.14;min;;
19/10/2021 08:45;0.75;max;;
19/10/2021 15:05;-0.14;min;;
19/10/2021 21:10;0.56;max;;
20/10/2021 02:55;-0.09;min;;
20/10/2021 09:15;0.76;max;;
20/10/2021 15:45;-0.18;min;;
20/10/2021 21:50;0.63;max;;
21/10/2021 03:20;0;min;;
21/10/2021 09:35;0.86;max;;
21/10/2021 16:00;-0.12;min;;
21/10/2021 22:00;0.7;max;;
22/10/2021 03:50;0.05;min;;
22/10/2021 10:05;0.76;max;;
22/10/2021 16:25;-0.12;min;;
22/10/2021 22:15;0.63;max;;
23/10/2021 03:55;0.06;min;;
23/10/2021 10:05;0.67;max;;
23/10/2021 17:05;-0.11;min;;
23/10/2021 23:05;0.51;max;;
24/10/2021 04:25;0.04;min;;
24/10/2021 10:50;0.62;max;;
24/10/2021 18:00;-0.14;min;;
24/10/2021 23:40;0.44;max;;
25/10/2021 05:10;0.11;min;;
25/10/2021 11:10;0.67;max;;
25/10/2021 17:45;-0.09;min;;
26/10/2021 00:25;0.37;max;;
26/10/2021 04:55;0.25;min;;
26/10/2021 10:35;0.62;max;;
26/10/2021 19:20;-0.04;min;;
27/10/2021 10:30;0.49;max;;
27/10/2021 20:40;0;min;;
28/10/2021 05:40;0.43;max;;
28/10/2021 08:05;0.39;min;;
28/10/2021 11:45;0.41;max;;
28/10/2021 21:00;0.03;min;;
29/10/2021 06:55;0.49;max;;
29/10/2021 14:35;0.28;min;;
29/10/2021 16:35;0.3;max;;
29/10/2021 23:35;0.09;min;;
30/10/2021 06:50;0.57;max;;
30/10/2021 13:35;0.21;min;;
30/10/2021 18:10;0.44;max;;
31/10/2021 00:25;0;min;;
31/10/2021 07:10;0.61;max;;
31/10/2021 13:25;0.12;min;;
31/10/2021 18:45;0.55;max;;
01/11/2021 00:55;0;min;;
01/11/2021 07:45;0.74;max;;
01/11/2021 13:40;0.26;min;;
01/11/2021 20:55;1.23;max;;
02/11/2021 02:40;0.15;min;;
02/11/2021 08:35;0.94;max;;
02/11/2021 14:30;-0.21;min;;
02/11/2021 20:40;1.16;max;;
03/11/2021 02:30;0.13;min;;
03/11/2021 08:20;0.93;max;;
03/11/2021 13:40;0.05;min;;
03/11/2021 19:50;1.33;max;;
04/11/2021 02:20;0.36;min;;
04/11/2021 09:05;1.03;max;;
04/11/2021 15:35;0.21;min;;
04/11/2021 20:40;0.79;max;;
05/11/2021 04:10;0.15;min;;
05/11/2021 10:20;1.03;max;;
05/11/2021 16:05;-0.07;min;;
05/11/2021 22:10;0.72;max;;
06/11/2021 03:25;0.12;min;;
06/11/2021 09:45;1.12;max;;
06/11/2021 16:35;-0.21;min;;
06/11/2021 23:00;0.57;max;;
07/11/2021 03:05;0.23;min;;
07/11/2021 10:25;0.95;max;;
07/11/2021 17:00;-0.19;min;;
08/11/2021 00:25;0.61;max;;
08/11/2021 04:05;0.43;min;;
08/11/2021 09:50;0.83;max;;
08/11/2021 17:30;-0.03;min;;
09/11/2021 01:55;0.63;max;;
09/11/2021 07:00;0.41;min;;
09/11/2021 10:55;0.61;max;;
09/11/2021 19:35;-0.06;min;;
10/11/2021 03:30;0.5;max;;
10/11/2021 07:20;0.39;min;;
10/11/2021 11:40;0.53;max;;
10/11/2021 20:05;0.06;min;;
11/11/2021 05:35;0.49;max;;
11/11/2021 22:10;0.09;min;;
12/11/2021 06:10;0.66;max;;
12/11/2021 13:00;0.29;min;;
12/11/2021 16:15;0.39;max;;
12/11/2021 23:35;0.04;min;;
13/11/2021 06:40;0.72;max;;
13/11/2021 13:00;0.22;min;;
13/11/2021 18:20;0.45;max;;
13/11/2021 23:45;0.15;min;;
14/11/2021 07:15;0.86;max;;
14/11/2021 13:45;0.11;min;;
14/11/2021 19:15;0.53;max;;
15/11/2021 00:20;0.17;min;;
15/11/2021 07:20;0.8;max;;
15/11/2021 14:15;-0.04;min;;
15/11/2021 19:55;0.53;max;;
16/11/2021 01:40;0.04;min;;
16/11/2021 07:45;0.81;max;;
16/11/2021 14:40;-0.06;min;;
16/11/2021 20:30;0.66;max;;
17/11/2021 01:55;0.14;min;;
17/11/2021 08:10;0.82;max;;
17/11/2021 15:00;-0.1;min;;
17/11/2021 21:05;0.65;max;;
18/11/2021 02:15;0.16;min;;
18/11/2021 08:40;0.8;max;;
18/11/2021 15:30;-0.13;min;;
18/11/2021 21:35;0.55;max;;
19/11/2021 03:00;0.07;min;;
19/11/2021 09:05;0.69;max;;
19/11/2021 15:50;-0.32;min;;
19/11/2021 22:05;0.46;max;;
20/11/2021 03:10;0.03;min;;
20/11/2021 09:20;0.69;max;;
20/11/2021 16:10;-0.34;min;;
20/11/2021 22:55;0.48;max;;
21/11/2021 03:25;0.19;min;;
21/11/2021 09:30;0.76;max;;
21/11/2021 16:30;-0.21;min;;
21/11/2021 23:20;0.57;max;;
22/11/2021 04:05;0.32;min;;
22/11/2021 09:50;0.75;max;;
22/11/2021 16:55;-0.13;min;;
23/11/2021 00:35;0.6;max;;
23/11/2021 05:10;0.33;min;;
23/11/2021 10:35;0.67;max;;
23/11/2021 18:00;-0.09;min;;
24/11/2021 00:50;0.54;max;;
24/11/2021 05:30;0.32;min;;
24/11/2021 10:50;0.6;max;;
24/11/2021 18:20;-0.01;min;;
25/11/2021 01:25;0.54;max;;
25/11/2021 06:15;0.43;min;;
25/11/2021 11:50;0.66;max;;
25/11/2021 18:10;0.23;min;;
26/11/2021 03:20;0.69;max;;
26/11/2021 06:55;0.6;min;;
26/11/2021 10:45;0.78;max;;
26/11/2021 20:25;0.33;min;;
27/11/2021 04:25;0.99;max;;
27/11/2021 13:45;0.53;min;;
27/11/2021 16:25;0.64;max;;
27/11/2021 22:10;0.39;min;;
28/11/2021 04:25;0.99;max;;
28/11/2021 11:10;0.63;min;;
28/11/2021 15:55;0.81;max;;
28/11/2021 22:45;0.3;min;;
29/11/2021 05:55;0.94;max;;
29/11/2021 12:45;0.57;min;;
29/11/2021 17:20;0.82;max;;
30/11/2021 00:05;0.32;min;;
30/11/2021 06:50;0.98;max;;
30/11/2021 14:55;0.23;min;;
30/11/2021 19:50;0.76;max;;
01/12/2021 01:05;0.23;min;;
01/12/2021 07:10;1.17;max;;
01/12/2021 14:00;0.18;min;;
01/12/2021 20:45;0.83;max;;
02/12/2021 01:25;0.42;min;;
02/12/2021 07:20;1.2;max;;
02/12/2021 14:35;0.09;min;;
02/12/2021 20:40;0.91;max;;
03/12/2021 01:45;0.48;min;;
03/12/2021 08:10;1.05;max;;
03/12/2021 15:10;-0.05;min;;
03/12/2021 22:00;0.85;max;;
04/12/2021 03:45;0.39;min;;
04/12/2021 09:15;1.02;max;;
04/12/2021 15:40;0.01;min;;
04/12/2021 22:15;0.97;max;;
05/12/2021 03:55;0.52;min;;
05/12/2021 09:00;1.13;max;;
05/12/2021 16:20;0.02;min;;
05/12/2021 23:05;0.86;max;;
06/12/2021 03:50;0.45;min;;
06/12/2021 10:05;1.07;max;;
06/12/2021 17:20;-0.01;min;;
07/12/2021 00:25;0.74;max;;
07/12/2021 05:10;0.5;min;;
07/12/2021 10:50;0.92;max;;
07/12/2021 18:35;-0.17;min;;
08/12/2021 01:55;0.74;max;;
08/12/2021 05:40;0.59;min;;
08/12/2021 12:00;0.96;max;;
08/12/2021 17:45;0.38;min;;
09/12/2021 03:15;1.11;max;;
09/12/2021 17:50;0.3;min;;
10/12/2021 02:45;0.96;max;;
10/12/2021 10:15;0.37;min;;
10/12/2021 17:55;0.69;max;;
10/12/2021 21:55;0.52;min;;
11/12/2021 03:30;0.98;max;;
11/12/2021 13:05;0.4;min;;
11/12/2021 17:05;0.57;max;;
11/12/2021 21:10;0.28;min;;
12/12/2021 05:15;0.78;max;;
12/12/2021 11:35;0.24;min;;
12/12/2021 16:30;0.41;max;;
12/12/2021 21:50;0.2;min;;
13/12/2021 05:35;0.7;max;;
13/12/2021 13:25;0.18;min;;
13/12/2021 19:30;0.41;max;;
14/12/2021 00:25;0.19;min;;
14/12/2021 07:30;0.72;max;;
14/12/2021 14:15;-0.06;min;;
14/12/2021 19:50;0.41;max;;
15/12/2021 00:40;0.18;min;;
15/12/2021 07:00;0.79;max;;
15/12/2021 14:40;-0.18;min;;
15/12/2021 20:25;0.42;max;;
16/12/2021 00:45;0.17;min;;
16/12/2021 07:35;0.76;max;;
16/12/2021 14:50;-0.22;min;;
16/12/2021 21:20;0.44;max;;
17/12/2021 02:15;0.19;min;;
17/12/2021 07:30;0.63;max;;
17/12/2021 15:25;-0.39;min;;
17/12/2021 22:35;0.43;max;;
18/12/2021 02:30;0.2;min;;
18/12/2021 08:30;0.62;max;;
18/12/2021 15:35;-0.46;min;;
18/12/2021 22:30;0.42;max;;
19/12/2021 02:35;0.13;min;;
19/12/2021 08:50;0.58;max;;
19/12/2021 16:10;-0.44;min;;
19/12/2021 23:05;0.52;max;;
20/12/2021 04:00;0.18;min;;
20/12/2021 09:10;0.64;max;;
20/12/2021 16:35;-0.26;min;;
20/12/2021 23:00;0.59;max;;
21/12/2021 04:40;0.19;min;;
21/12/2021 10:00;0.64;max;;
21/12/2021 17:00;-0.23;min;;
21/12/2021 23:50;0.52;max;;
22/12/2021 05:00;0.18;min;;
22/12/2021 10:25;0.59;max;;
22/12/2021 17:55;-0.27;min;;
23/12/2021 00:45;0.45;max;;
23/12/2021 05:35;0.17;min;;
23/12/2021 10:40;0.58;max;;
23/12/2021 18:10;-0.23;min;;
24/12/2021 01:35;0.48;max;;
24/12/2021 06:20;0.31;min;;
24/12/2021 12:10;0.53;max;;
24/12/2021 18:30;-0.12;min;;
25/12/2021 02:25;0.6;max;;
25/12/2021 06:50;0.34;min;;
25/12/2021 12:30;0.51;max;;
25/12/2021 19:20;0.09;min;;
26/12/2021 02:35;0.65;max;;
26/12/2021 08:50;0.31;min;;
26/12/2021 12:25;0.42;max;;
26/12/2021 21:10;0.17;min;;
27/12/2021 03:45;0.67;max;;
27/12/2021 10:50;0.27;min;;
27/12/2021 17:05;0.43;max;;
27/12/2021 22:15;0.23;min;;
28/12/2021 04:35;0.76;max;;
28/12/2021 12:50;0.17;min;;
28/12/2021 18:50;0.48;max;;
28/12/2021 22:55;0.24;min;;
29/12/2021 05:20;0.86;max;;
29/12/2021 13:35;0.02;min;;
29/12/2021 19:15;0.46;max;;
30/12/2021 00:25;0.29;min;;
30/12/2021 06:25;0.84;max;;
30/12/2021 13:50;-0.22;min;;
30/12/2021 21:00;0.47;max;;
31/12/2021 00:25;0.29;min;;
31/12/2021 06:55;0.88;max;;
31/12/2021 14:35;-0.29;min;;
31/12/2021 21:20;0.63;max;;
